Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,129,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,143.77,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,5.21,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,5.46,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,5.16,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,5.28,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,5.68,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,5.16,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,5.07,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,5.44,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,5.82,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,4.69,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,4.86,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,4.68,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,4.82,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,3.63,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,4.44,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,4.71,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2007,784.26,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2008,769.83,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2009,734.08,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2010,722.58,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2011,754.6,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2012,735.47,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2013,750.74,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2014,762.16,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2015,798.3,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2016,794.29,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2017,865.9,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2018,888.55,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2019,865.14,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2020,794.91,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2021,839.54,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2022,812.63,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2007,221.89,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2008,219.76,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2009,224.59,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2010,240.37,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2011,256.94,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2012,260.22,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2013,267.77,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2014,258.66,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2015,257.48,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2016,225.8,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2017,253.04,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2018,261.92,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2019,264.71,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2020,234.69,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2021,225.78,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2022,197.72,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2007,365.16,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2008,356.92,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2009,343.18,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2010,360.88,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2011,354.77,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2012,363.99,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2013,373.69,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2014,373.99,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2015,384.61,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2016,352.23,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2017,372.68,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2018,387.61,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2019,373.12,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2020,357.71,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2021,360.35,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2022,341.57,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2007,29.08,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2008,27.8,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2009,28.66,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2010,26.6,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2011,24.92,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2012,24.67,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2013,23.44,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2014,23.13,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2015,23.16,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2016,21.42,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2017,23.47,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2018,24.51,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2019,24.9,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2020,30.31,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,2021,29.89,Kilotonnes,Carbon dioxide equivalents
